# gmm-acc-stats-ali exp/tri3b/2.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/1/utt2spk scp:data/train/split8/1/cmvn.scp scp:data/train/split8/1/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/1/utt2spk ark:exp/tri3b/trans.1 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.1.gz|" exp/tri3b/2.1.acc 
# Started at Tue May  7 16:02:06 KST 2019
#
gmm-acc-stats-ali exp/tri3b/2.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/1/utt2spk scp:data/train/split8/1/cmvn.scp scp:data/train/split8/1/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/1/utt2spk ark:exp/tri3b/trans.1 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.1.gz|' exp/tri3b/2.1.acc 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
apply-cmvn --utt2spk=ark:data/train/split8/1/utt2spk scp:data/train/split8/1/cmvn.scp scp:data/train/split8/1/feats.scp ark:- 
transform-feats --utt2spk=ark:data/train/split8/1/utt2spk ark:exp/tri3b/trans.1 ark:- ark:- 
splice-feats ark:- ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s001fcc3pjh02-20150804-Korean-set001050 avg. like is -51.1247 over 858 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1200 utterances; for utterance s002mss3wjs00-20150804-Korean-set002045 avg. like is -52.8412 over 958 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1250 utterances; for utterance s002mss3wjs00-20150804-Korean-set002095 avg. like is -48.9399 over 838 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1300 utterances; for utterance s002mss3wjs00-20150804-KoreancarSNR10-set002040 avg. like is -46.1074 over 858 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1350 utterances; for utterance s002mss3wjs00-20150804-KoreancarSNR10-set002090 avg. like is -43.7158 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1400 utterances; for utterance s003fcc2khj02-20150804-Korean-set003035 avg. like is -50.6995 over 618 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1450 utterances; for utterance s003fcc2khj02-20150804-Korean-set003085 avg. like is -53.9328 over 628 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1500 utterances; for utterance s003fcc2khj02-20150804-Koreanfactory2SNR10-set003030 avg. like is -43.7057 over 738 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1550 utterances; for utterance s003fcc2khj02-20150804-Koreanfactory2SNR10-set003080 avg. like is -43.4281 over 628 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1600 utterances; for utterance s003m2siy00-20150804-Korean-set003025 avg. like is -51.5231 over 442 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1650 utterances; for utterance s003m2siy00-20150804-Korean-set003075 avg. like is -54.3182 over 521 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1700 utterances; for utterance s003m2siy00-20150804-Koreancar1SNR10-set003020 avg. like is -45.951 over 429 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1750 utterances; for utterance s003m2siy00-20150804-Koreancar1SNR10-set003070 avg. like is -49.2128 over 361 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1800 utterances; for utterance s003m2siy00_r-20150804-Korean-set003015 avg. like is -51.6098 over 443 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1850 utterances; for utterance s003m2siy00_r-20150804-Korean-set003065 avg. like is -51.5499 over 407 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1900 utterances; for utterance s003m2siy00_r-20150804-Koreanleopard2SNR10-set003010 avg. like is -50.1179 over 617 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1950 utterances; for utterance s003m2siy00_r-20150804-Koreanleopard2SNR10-set003060 avg. like is -47.8359 over 518 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2000 utterances; for utterance s003mkw2hds00-20150804-Korean-set003005 avg. like is -51.2791 over 1088 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2050 utterances; for utterance s003mkw2hds00-20150804-Korean-set003055 avg. like is -50.9289 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2100 utterances; for utterance s003mkw2hds00-20150804-Korean-set003105 avg. like is -51.9332 over 958 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2150 utterances; for utterance s003mkw2hds00-20150804-KoreanbabbleSNR10-set003050 avg. like is -52.2344 over 768 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2200 utterances; for utterance s003mkw2hds00-20150804-KoreanbabbleSNR10-set003100 avg. like is -51.2586 over 748 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2250 utterances; for utterance s004fks3kmj00-20150804-Korean-set004045 avg. like is -48.1236 over 598 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2300 utterances; for utterance s004fks3kmj00-20150804-Korean-set004095 avg. like is -49.7401 over 588 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2350 utterances; for utterance s004fks3kmj00-20150804-Koreanleopard2SNR10-set004040 avg. like is -43.0529 over 518 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2400 utterances; for utterance s004fks3kmj00-20150804-Koreanleopard2SNR10-set004090 avg. like is -46.1747 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2450 utterances; for utterance s004m2mjh00-20150804-Korean-set004035 avg. like is -58.525 over 252 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2500 utterances; for utterance s004m2mjh00-20150804-Korean-set004085 avg. like is -59.6738 over 313 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2550 utterances; for utterance s004m2mjh00-20150804-KoreanpinkSNR10-set004029 avg. like is -45.3375 over 331 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2600 utterances; for utterance s004m2mjh00-20150804-KoreanpinkSNR10-set004079 avg. like is -45.687 over 309 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2650 utterances; for utterance s004m2mjh00_r-20150804-Korean-set004023 avg. like is -54.9327 over 319 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2700 utterances; for utterance s004m2mjh00_r-20150804-Korean-set004073 avg. like is -53.8032 over 287 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2750 utterances; for utterance s004m2mjh00_r-20150804-Koreanbabble2SNR10-set004017 avg. like is -50.904 over 291 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2800 utterances; for utterance s004m2mjh00_r-20150804-Koreanbabble2SNR10-set004067 avg. like is -50.1612 over 453 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2850 utterances; for utterance s004mcc5cbb00-20150804-Korean-set004011 avg. like is -56.0181 over 908 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2900 utterances; for utterance s004mcc5cbb00-20150804-Korean-set004061 avg. like is -54.5624 over 638 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2950 utterances; for utterance s004mcc5cbb00-20150804-Koreanfactory1SNR10-set004006 avg. like is -45.8863 over 1078 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3000 utterances; for utterance s004mcc5cbb00-20150804-Koreanfactory1SNR10-set004056 avg. like is -45.2954 over 768 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3050 utterances; for utterance s005fcc3ljs00-20150804-Korean-set005001 avg. like is -61.9958 over 586 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3100 utterances; for utterance s005fcc3ljs00-20150804-Korean-set005051 avg. like is -54.7549 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3150 utterances; for utterance s005fcc3ljs00-20150804-Korean-set005101 avg. like is -53.5796 over 438 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3200 utterances; for utterance s005fcc3ljs00-20150804-KoreanhfchannelSNR10-set005046 avg. like is -44.8941 over 788 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3250 utterances; for utterance s005fcc3ljs00-20150804-KoreanhfchannelSNR10-set005096 avg. like is -43.9224 over 438 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3300 utterances; for utterance s005m2jjp00-20150804-Korean-set005041 avg. like is -52.6852 over 366 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3350 utterances; for utterance s005m2jjp00-20150804-Korean-set005091 avg. like is -54.5683 over 479 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3400 utterances; for utterance s005m2jjp00-20150804-KoreanvolvoSNR10-set005035 avg. like is -50.1115 over 551 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3450 utterances; for utterance s005m2jjp00-20150804-KoreanvolvoSNR10-set005085 avg. like is -52.0598 over 205 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3500 utterances; for utterance s005m2jjp00_r-20150804-Korean-set005029 avg. like is -56.9247 over 693 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3550 utterances; for utterance s005m2jjp00_r-20150804-Korean-set005079 avg. like is -57.2011 over 287 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3600 utterances; for utterance s005m2jjp00_r-20150804-Koreanfactory2SNR10-set005023 avg. like is -47.0523 over 304 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3650 utterances; for utterance s005m2jjp00_r-20150804-Koreanfactory2SNR10-set005073 avg. like is -44.6944 over 333 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3700 utterances; for utterance s006fss3kds01-20150804-Korean-set006017 avg. like is -52.4422 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3750 utterances; for utterance s006fss3kds01-20150804-Korean-set006067 avg. like is -54.9905 over 1078 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3800 utterances; for utterance s006fss3kds01-20150804-Koreanfactory1SNR10-set006012 avg. like is -45.901 over 1358 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3850 utterances; for utterance s006fss3kds01-20150804-Koreanfactory1SNR10-set006062 avg. like is -44.9779 over 668 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3900 utterances; for utterance s006m2ybh00_r-20150804-Korean-set006007 avg. like is -58.0438 over 636 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3950 utterances; for utterance s006m2ybh00_r-20150804-Korean-set006057 avg. like is -55.8766 over 347 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4000 utterances; for utterance s006m2ybh00_r-20150804-KoreanwhiteSNR10-set006002 avg. like is -46.9943 over 482 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4050 utterances; for utterance s006m2ybh00_r-20150804-KoreanwhiteSNR10-set006052 avg. like is -43.6461 over 364 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4100 utterances; for utterance s006m2ybh00_r-20150804-KoreanwhiteSNR10-set006102 avg. like is -46.585 over 464 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4150 utterances; for utterance s006mjr2kmh00-20150804-Korean-set006047 avg. like is -52.3472 over 538 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4200 utterances; for utterance s006mjr2kmh00-20150804-Korean-set006097 avg. like is -50.908 over 668 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4250 utterances; for utterance s006mjr2kmh00-20150804-Koreancar1SNR10-set006042 avg. like is -46.8404 over 768 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4300 utterances; for utterance s006mjr2kmh00-20150804-Koreancar1SNR10-set006092 avg. like is -45.5794 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4350 utterances; for utterance s007fss4yjh04-20150804-Korean-set007037 avg. like is -53.771 over 838 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4400 utterances; for utterance s007fss4yjh04-20150804-Korean-set007087 avg. like is -50.0984 over 608 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4450 utterances; for utterance s007fss4yjh04-20150804-Koreanleopard2SNR10-set007032 avg. like is -46.9286 over 1048 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4500 utterances; for utterance s007fss4yjh04-20150804-Koreanleopard2SNR10-set007082 avg. like is -45.7044 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4550 utterances; for utterance s007m2yyp00-20150804-Korean-set007027 avg. like is -54.9833 over 524 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4600 utterances; for utterance s007m2yyp00-20150804-Korean-set007077 avg. like is -56.636 over 744 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4650 utterances; for utterance s007m2yyp00-20150804-Koreanbabble1SNR10-set007022 avg. like is -50.8313 over 344 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4700 utterances; for utterance s007m2yyp00-20150804-Koreanbabble1SNR10-set007072 avg. like is -50.1812 over 525 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4750 utterances; for utterance s007m2yyp00_r-20150804-Korean-set007017 avg. like is -54.036 over 422 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4800 utterances; for utterance s007m2yyp00_r-20150804-Korean-set007067 avg. like is -58.4708 over 1316 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4850 utterances; for utterance s007m2yyp00_r-20150804-Koreanfactory2SNR10-set007012 avg. like is -48.9222 over 883 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4900 utterances; for utterance s007m2yyp00_r-20150804-Koreanfactory2SNR10-set007062 avg. like is -48.6506 over 405 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4950 utterances; for utterance s007mkw2jmg00-20150804-Korean-set007007 avg. like is -52.0967 over 1068 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5000 utterances; for utterance s007mkw2jmg00-20150804-Korean-set007057 avg. like is -50.8336 over 868 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5050 utterances; for utterance s007mkw2jmg00-20150804-KoreanleopardSNR10-set007002 avg. like is -45.2808 over 878 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5100 utterances; for utterance s007mkw2jmg00-20150804-KoreanleopardSNR10-set007052 avg. like is -45.1643 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5150 utterances; for utterance s007mkw2jmg00-20150804-KoreanleopardSNR10-set007102 avg. like is -45.549 over 1168 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5200 utterances; for utterance s008fcc3jmo00-20150804-Korean-set008047 avg. like is -50.9387 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5250 utterances; for utterance s008fcc3jmo00-20150804-Korean-set008097 avg. like is -56.2935 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5300 utterances; for utterance s008fcc3jmo00-20150804-KoreanwhiteSNR10-set008042 avg. like is -42.6589 over 578 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5350 utterances; for utterance s008fcc3jmo00-20150804-KoreanwhiteSNR10-set008092 avg. like is -44 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5400 utterances; for utterance s008m2lhs00-20150804-Korean-set008037 avg. like is -54.3744 over 314 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5450 utterances; for utterance s008m2lhs00-20150804-Korean-set008087 avg. like is -56.9609 over 296 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5500 utterances; for utterance s008m2lhs00-20150804-KoreanleopardSNR10-set008032 avg. like is -48.9726 over 386 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5550 utterances; for utterance s008m2lhs00-20150804-KoreanleopardSNR10-set008082 avg. like is -50.4213 over 305 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5600 utterances; for utterance s008m2lhs00_r-20150804-Korean-set008027 avg. like is -53.5025 over 375 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5650 utterances; for utterance s008m2lhs00_r-20150804-Korean-set008077 avg. like is -55.6148 over 408 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5700 utterances; for utterance s008m2lhs00_r-20150804-Koreanleopard2SNR10-set008022 avg. like is -49.7311 over 251 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5750 utterances; for utterance s008m2lhs00_r-20150804-Koreanleopard2SNR10-set008072 avg. like is -51.0594 over 772 frames.
